LOCCODE,PreK_Type,Borough,LocName,NOTE,phone,address,Postcode,Day_Length,Seats,X,Y,Email,MEALS,Website,INDOOR_OUTDOOR,EXTENDED_DAY,SEMS_CODE,Latitude,Longitude,Community Board,Council District ,Census Tract,BIN,BBL,NTA
KBJH,NYCEEC,K,All My Children Day Care 10,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-576-6812,420 Lefferts Ave,11225,1,54,998876,180599,info@allmychildrendaycare.com,3,http://allmychildrendaycare.com,7,1,17KBJH,40.662571,-73.947213,7,40,806,3035444,3013310009,Prospect Lefferts Gardens-Wingate                                          
KBLB,NYCEEC,K,Friends Of Crown Heights 18,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,929-234-2955,851 Liberty Ave,11208,1,35,1018073,186044,dkny5107@aol.com,7,http://fochdaycare.org,3,1,19KBLB,40.677112,-73.878165,7,37,1192,3088473,3039760070,East New York                                                              
MAXX,NYCEEC,M,Victoria Children's Group,,212-625-9228,230 Grand St 2nd Floor,10013,1,16,985616,201122,admin@victoriachildrensgroup.com,5,http://victoriachildrensgroup.com,9,3,02MAXX,40.718625,-73.995249,7,1,41,1006953,1004700064,SoHo-TriBeCa-Civic Center-Little Italy                                     
KCOS,NYCEEC,K,Gated Academy,,718-693-3699,1019 Church Ave,11218,1,20,992646,174992,GATEDACADEMY@GMAIL.COM,5,,9,3,17KCOS,40.646714,-73.970047,7,40,506,3116329,3050710041,Flatbush                                                                   
KATG,NYCEEC,K,Ahrc Francis Of Paola ELC,,718-782-1462,201 Conselyea St,11211,1,6,1000019,199974,Teresa.DelPriore@ahrcnyc.org,5,http://schools.ahrcnyc.org,3,1,14KATG,40.715378,-73.943001,7,34,497,3070199,3028920007,East Williamsburg                                                          
R023,DOE,R,P.S. 023 Richmondtown,,718-351-1155,30 Natick St,10306,1,36,947379,147315,lklemas2@schools.nyc.gov,5,http://ps23r.org/,9,3,31R023,40.571187,-74.132634,7,50,138,5059927,5043730001,Oakwood-Oakwood Beach                                                      
KAWC,NYCEEC,K,"Hanover Place CCC, LLC",,347-916-0333,15 Hanover Pl,11201,1,160,989158,190182,rcacere@hanoverchildcare.com,3,http://hanoverchildcare.com,2,1,15KAWC,40.688827,-73.982454,7,33,37,3000462,3001610003,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           
R060,DOE,R,P.S. 060 Alice Austen,,718-761-3325,55 Merrill Ave,10314,1,36,939247,161684,dbonanno@schools.nyc.gov,2,http://schools.nyc.gov/schoolportals/31/r060,3,3,31R060,40.610087,-74.162216,7,50,29104,5031151,5015800044,New Springville-Bloomfield-Travis                                          
XAOS,NYCEEC,X,Riverdale Montessori School,,718-543-4884,5705 Mosholu Ave,10471,1,38,1011806,269258,jasmineedu@aol.com,7,http://riverdalekingsbridgemontessori.com,7,1,10XAOS,40.905523,-73.900386,7,11,345,2085035,2058590304,North Riverdale-Fieldston-Riverdale                                        
XANT,NYCEEC,X,Louis A Fickling CDC,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-538-7135,1240 Webster Ave,10456,1,24,1009415,242608,La_ficklingcdc@yahoo.com,3,http://claremontcenter.org,8,1,09XANT,40.832675,-73.909388,7,16,145,2091187,2023950001,Claremont-Bathgate                                                         
QAVY,NYCEEC,Q,Nayda Day Care,,718-805-8893,9734 108th St,11419,1,12,1029688,189977,islamislam22@aol.com,3,,7,2,27QAVY,40.68866,-73.836226,7,28,110,4197881,4094090020,Richmond Hill                                                              
MAXH,NYCEEC,M,St. Elizabeth Pre Kindergarten,,212-568-7291,612 West 187th St,10033,1,120,1003129,250109,tcunningham@steliznyc.org,1,http://saintelizabethschool.com,3,1,06MAXH,40.853229,-73.93141,7,10,271,1063977,1021660066,Washington Heights North                                                   
K178,DOE,K,P.S. 178 St. Clair Mckelway,,718-495-7768,2163 Dean St,11233,1,36,1007728,185292,jhenry1@schools.nyc.gov,3,http://schools.nyc.gov/schoolportals/23/k178,3,3,23K178,40.675024,-73.915778,7,41,303,3038718,3014400056,Ocean Hill                                                                 
K196,DOE,K,P.S. 196 Ten Eyck,,718-497-0139,207 Bushwick Ave,11206,1,46,1000961,197506,mrodriguez3@schools.nyc.gov,3,http://schools.nyc.gov/schoolportals/14/k196,3,3,14K196,40.708723,-73.940002,7,34,485,3071024,3030460001,Bushwick South                                                             
Q018,DOE,Q,P.S. 018 Winchester,,718-464-4167,86 - 35 235 Ct,11427,1,18,1058444,206065,LCareddu2@schools.nyc.gov,5,,6,3,26Q018,40.732548,-73.732295,7,23,1621,,,Bellerose                                                                  
R041,DOE,R,P.S. 041 New Dorp,,718-351-6777,216 Clawson St,10306,1,36,953966,148375,efeldma2@schools.nyc.gov,2,http://ps41.schoolwires.net,3,3,31R041,40.574044,-74.109282,7,50,122,5052791,5036450007,New Dorp-Midland Beach                                                     
R062,DOE,R,P.S. 62,,718-935-3615,644 Bloomingdale Rd,10309,1,18,923599,136615,LSarnic@schools.nyc.gov,5,,9,3,31R062,40.541555,-74.217932,7,51,226,5158758,5070920039,Charleston-Richmond Valley-Tottenville                                     
KBVD,NYCEEC,K,Nuestros Ninos DCC III,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-388-5000,161 South 3rd St,11211,1,13,994991,198771,aaccoo702am@gmail.com,3,,7,1,14KBVD,40.712106,-73.961371,7,34,551,3063127,3024180031,North Side-South Side                                                      
M188,DOE,M,P.S. 188 The Island School,,212-677-5710,442 East Houston St,10002,1,36,990502,201596,srams4@schools.nyc.gov,3,http://schools.nyc.gov/schoolportals/01/m188,3,1,01M188,40.719598,-73.977904,7,2,20,1004349,1003560100,Lower East Side                                                            
QAGP,NYCEEC,Q,St. Sebastian School,,718-928-5997,39 - 76 58 St,11377,1,58,1010185,211092,admin@stsebastianschool.org,5,,9,3,30QAGP,40.747453,-73.905545,7,26,259,,,Woodside                                                                   
Z018,DOE,Q,Pre - K Center At 89 - 14 Parsons Blvd,,718-557-8760,89 - 14 Parsons Blvd,11432,1,72,1039192,196355,DDuff@schools.nyc.gov,5,,9,3,28Z018,40.705628,-73.801563,7,24,44601,4208859,4097580006,Jamaica                                                                    
XAEF,NYCEEC,X,St. Mary School,,718-547-0500,3956 Carpenter Ave,10466,1,72,1022009,262865,slater15fisher@aol.com,3,http://stmaryschoolbx.org,3,1,11XAEF,40.888309,-73.863554,7,12,394,2062993,2048260043,Williamsbridge-Olinville                                                   
X051,DOE,X,P.S. 051 Bronx New School,,718-733-0347,695 East 182nd St,10457,1,36,1015560,249327,psmith2@schools.nyc.gov,2,http://schools.nyc.gov/schoolportals/10/x051,1,3,10X051,40.850666,-73.886996,7,15,391,2118254,2030840001,Belmont                                                                    
KBTA,NYCEEC,K,Bedford Stuyvesant ECDC 133,,718-453-0828,133 Kings First Walk,11233,3,15,1004502,185396,rattanik@bsecdc.org,3,,7,1,16KBTA,40.675367,-73.927198,7,41,307,3324601,3013440001,Crown Heights North                                                        
RAFI,NYCEEC,R,"Castle Day Care, Inc.",,718-447-3140,1141 Castleton Ave,10310,1,26,950820,170438,castledaycare@si.rr.com,2,http://castledaycaresiny.com,8,1,31RAFI,40.634303,-74.120301,7,49,13302,5132394,5001970125,West New Brighton-New Brighton-St. George                                  
QBJO,NYCEEC,Q,Al Madinah School,,718-222-4986,1824 Astoria Blvd,11102,1,20,1004603,220607,almadinahinfo@gmail.com,2,http://almadinah-school.com,2,1,30QBJO,40.772251,-73.927183,7,22,83,4006091,4005390030,Old Astoria                                                                
XAQA,NYCEEC,X,Tremont Crotona,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-378-5600,1600 Crotona Park East,10460,1,55,1014345,244075,virgo_karlene@yahoo.com,3,,8,1,12XAQA,40.836705,-73.891205,7,17,155,2009866,2029390090,Crotona Park East                                                          
QARE,NYCEEC,Q,PAL Woodside Early Learn Center,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-278-3616,5037 Broadway,11377,1,31,1009287,214406,skelley@palnyc.org,3,http://palnyc.org,7,1,30QARE,40.754763,-73.910021,7,26,163,4431003,4007380050,Astoria                                                                    
Q101,DOE,Q,P.S. 101 School In The Gardens,,718-268-7231,2 Russell Pl,11375,1,18,1027620,200033,mlopez69@schools.nyc.gov,3,http://schools.nyc.gov/schoolportals/28/q101,3,3,28Q101,40.715585,-73.843898,7,29,723,4078312,4032700001,Forest Hills                                                               
XAIB,NYCEEC,X,Throggs Neck Early Learn Center,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-882-0172,461 Swinton Ave,10465,1,20,1033307,238199,Familytnelc@gmail.com,3,,4,1,08XAIB,40.820332,-73.822263,7,13,144,2093888,2055820001,Schuylerville-Throgs Neck-Edgewater Park                                   
K224,DOE,K,P.S. 224 Hale A Woodruff,,718-235-3600,757 Wortman Ave,11208,1,54,1021434,181544,gandrews@schools.nyc.gov,3,http://schools.nyc.gov/schoolportals/19/k224,3,3,19K224,40.664075,-73.866092,7,42,1220,3098980,3045300001,East New York                                                              
MASL,NYCEEC,M,Hudson Guild Children's Center I,,212-760-9830,441 West 26th St,10001,1,20,983806,212366,esiegel@hudsonguild.org,3,http://hudsonguild.org,7,2,02MASL,40.749196,-74.001815,7,3,97,1012827,1007240010,Hudson Yards-Chelsea-Flatiron-Union Square                                 
MBHI,NYCEEC,M,My Little Language School,,646-389-7552,225 West 99th St,10025,1,29,992730,229469,natalieperez@mylittlelanguageschool.com,7,http://uwsmontessori.com,7,1,03MBHI,40.796267,-73.969586,7,7,187,1084035,1018710029,Upper West Side                                                            
XAKZ,NYCEEC,X,Harry H Gordon School ( NYL ),,718-367-5917,2465 Bathgate Ave,10458,1,8,1014939,251939,Melissa.bybel@yai.org,2,http://yai.org,4,2,10XAKZ,40.858243,-73.888671,7,15,387,2011776,2030580020,Belmont                                                                    
KCIE,NYCEEC,K,Bnos Chaya,,718-851-1212,4511 14th Ave,11219,1,20,987664,170821,draizy102@gmail.com,7,,3,1,20KCIE,40.635809,-73.987703,7,44,232,3136756,3056180004,Borough Park                                                               
MAFV,NYCEEC,M,Yeshiva Rabbi Samson Raphael Hirsch,,212-568-6200,85 - 93 Bennett Ave,10033,3,35,1002207,250051,splotzker@yrsrh.org,5,,9,3,06MAFV,40.852962,-73.935386,7,10,271,1081887,1021800135,Washington Heights North                                                   
K397,DOE,K,P.S. 397 Foster - Laurie,,718-774-5200,490 Fenimore St,11203,1,12,999116,179285,ncolon@schools.nyc.gov,3,http://schools.nyc.gov/schoolportals/17/k397,3,3,17K397,40.658939,-73.94629,7,40,810,3107315,3048150020,Prospect Lefferts Gardens-Wingate                                          
KALL,NYCEEC,K,St. Gregory The Great Catholic Academy,,917-972-9673,2520 Church Ave,11226,1,36,997022,176227,sgg991@yahoo.com,5,,9,3,17KALL,40.650587,-73.954261,7,40,794,3338999,3051040056,Erasmus                                                                    
QAMB,NYCEEC,Q,Jackson Heights Learning Center Annex,,917-382-5150,7910 34 Ave Suite 1x,11372,1,20,1015411,213723,jacksonheightselc@gmail.com,3,,6,2,30QAMB,40.753448,-73.887616,7,25,285,4029138,4012660001,Jackson Heights                                                            
KCGR,NYCEEC,K,Brooklyn Chinese American Assoc.,,718-438-0008,4116 8th Ave,11232,1,30,984537,174612,bcaupkfd@gmail.com,2,http://bca.net,6,2,15KCGR,40.646018,-73.998627,7,38,92,3018183,3009220038,Sunset Park East                                                           
R861,DOE,R,Staten Island School Of Civic Leadership,,718-697-5250,280 Regis Dr,10314,1,18,938504,165375,dnilsen@schools.nyc.gov,3,http://schools.nyc.gov/schoolportals/31/r861,3,3,31R861,40.620676,-74.164277,7,49,30301,5032481,5016530001,Mariner's Harbor-Arlington-Port Ivory-Graniteville                         
MAXJ,NYCEEC,M,Ft. George Head Start Center # 1,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,212-795-9184,1525 Saint Nicholas Ave,10033,1,120,1003176,249962,agrossbard@ftgeocenterhs.org,3,http://fortgeorgecenter.org,6,1,06MAXJ,40.85263,-73.931324,7,10,271,1063981,1021660082,Washington Heights North                                                   
KCNY,NYCEEC,K,NY Preschool Brooklyn Heights,,718-228-0800,182 Henry St,11201,1,18,985816,192521,stephanie.t@nykidsclub.com,5,,9,3,13KCNY,40.69505,-73.994187,7,33,501,3001962,3002420001,Brooklyn Heights-Cobble Hill                                               
X196,DOE,X,P.S. 196,,718-328-7187,1250 Ward Ave,10472,1,36,1018171,241915,lgraciani@schools.nyc.gov,3,http://schools.nyc.gov/schoolportals/12/x196,3,3,12X196,40.830691,-73.877743,7,18,54,2088553,2037750025,West Farms-Bronx River                                                     
KADN,NYCEEC,K,Zion Day Care,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-438-2862,5000 14th Ave,11219,1,40,986785,169923,Zion.daycare@thejnet.com,2,,6,2,20KADN,40.633057,-73.990593,7,44,236,3138079,3056490038,Borough Park                                                               
K093,DOE,K,P.S. 093 William H Prescott,,718-604-7363,31 New York Ave,11216,1,36,999087,186633,sphilip@schools.nyc.gov,2,http://schools.nyc.gov/schoolportals/13/k093,3,3,13K093,40.679097,-73.94684,7,36,247,3053993,3018680007,Crown Heights North                                                        
X020,DOE,X,P.S. 20 Pogeorge J Werdan III,,718-515-9370,3050 Webster Ave,10467,1,18,1017702,256118,jriley3@schools.nyc.gov,2,http://schools.nyc.gov/schoolportals/10/x020,7,3,10X020,40.870002,-73.878875,7,11,425,2086851,2033300001,Norwood                                                                    
KCNZ,NYCEEC,K,NY Preschool Park Slope,,718-228-0800,125 5th Ave,11217,1,54,990177,186542,stephanie.t@nykidsclub.com,5,http://nykidsclub.com,9,3,13KCNZ,40.6788,-73.978833,7,39,131,3019195,3009440006,Park Slope-Gowanus                                                         
X555,DOE,X,Mount Eden Children's Academy,,718-294-8155,1501 Jerome Ave,10452,1,54,1007400,246313,ipayan@schools.nyc.gov,2,http://schools.nyc.gov/schoolportals/09/x555,3,3,09X555,40.842495,-73.916082,7,14,209,2008336,2028590077,West Concourse                                                             
MAPW,NYCEEC,M,Leggett Memorial,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,212-828-6051,237 East 104th St,10029,1,35,999755,227071,ieatman@unionsettlement.org,3,http://unionsettlement.org,3,1,04MAPW,40.789687,-73.944267,7,8,170,1080671,1016540011,East Harlem South                                                          
KBQY,NYCEEC,K,Get Set Kindergarten School Site - Snyder,,718-856-4646,2301 Snyder Ave,11226,1,36,996625,175651,getsetkaye@hotmail.com,2,,7,1,17KBQY,40.648661,-73.955617,7,40,794,3117295,3051070001,Erasmus                                                                    
RAHZ,NYCEEC,R,"Hylan Day Care, Inc.",,718-351-2705,2346 Hylan Blvd,10306,1,37,954712,148235,hylandaycare1@yahoo.com,5,http://hylandaycare.com,3,1,31RAHZ,40.573695,-74.106499,7,50,11202,5055360,5039050026,New Dorp-Midland Beach                                                     
QBBE,NYCEEC,Q,Our Kids Place Country Day,,718-276-3722,137 - 25 Brookville Blvd,11422,1,54,1057476,183228,Lpeters@ourkidsplacecares.com,3,http://ourkidsplacecares.com,2,1,29QBBE,40.669532,-73.736236,7,31,638,4284358,4132320001,Rosedale                                                                   
